<http://line.me/en/>;rel="original"
,<http://web.archive.org/web/20150824075358/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 07:53:58 GMT"
,<http://web.archive.org/web/20150824075359/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 07:53:59 GMT"
,<http://web.archive.org/web/20150824101812/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 10:18:12 GMT"
,<http://web.archive.org/web/20150824101813/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 10:18:13 GMT"
,<http://web.archive.org/web/20150824134351/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 13:43:51 GMT"
,<http://web.archive.org/web/20150824134352/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 13:43:52 GMT"
,<http://web.archive.org/web/20150824174433/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 17:44:33 GMT"
,<http://web.archive.org/web/20150824174434/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 17:44:34 GMT"
,<http://web.archive.org/web/20150824175520/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 17:55:20 GMT"
,<http://web.archive.org/web/20150824175521/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 17:55:21 GMT"
,<http://web.archive.org/web/20150824175855/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 17:58:55 GMT"
,<http://web.archive.org/web/20150824175856/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 17:58:56 GMT"
,<http://web.archive.org/web/20150824181941/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 18:19:41 GMT"
,<http://web.archive.org/web/20150824181942/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 18:19:42 GMT"
,<http://web.archive.org/web/20150824194856/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 19:48:56 GMT"
,<http://web.archive.org/web/20150824194859/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 19:48:59 GMT"
,<http://web.archive.org/web/20150824203601/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 20:36:01 GMT"
,<http://web.archive.org/web/20150824203603/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 20:36:03 GMT"
,<http://web.archive.org/web/20150824222807/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 22:28:07 GMT"
,<http://web.archive.org/web/20150824222809/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 22:28:09 GMT"
,<http://web.archive.org/web/20150824225912/http://line.me/en>;rel="memento"; datetime="Mon, 24 Aug 2015 22:59:12 GMT"
,<http://web.archive.org/web/20150824225913/http://line.me/en/>;rel="memento"; datetime="Mon, 24 Aug 2015 22:59:13 GMT"
,<http://web.archive.org/web/20150825085721/http://line.me/en>;rel="memento"; datetime="Tue, 25 Aug 2015 08:57:21 GMT"
,<http://web.archive.org/web/20150825085722/http://line.me/en/>;rel="memento"; datetime="Tue, 25 Aug 2015 08:57:22 GMT"
,<http://web.archive.org/web/20150825110713/http://line.me/en>;rel="memento"; datetime="Tue, 25 Aug 2015 11:07:13 GMT"
,<http://web.archive.org/web/20150825110714/http://line.me/en/>;rel="memento"; datetime="Tue, 25 Aug 2015 11:07:14 GMT"
,<http://web.archive.org/web/20150831133247/http://line.me/en>;rel="memento"; datetime="Mon, 31 Aug 2015 13:32:47 GMT"
,<http://web.archive.org/web/20150831133249/http://line.me/en/>;rel="memento"; datetime="Mon, 31 Aug 2015 13:32:49 GMT"
,<http://web.archive.org/web/20150903074752/http://line.me/en>;rel="memento"; datetime="Thu, 03 Sep 2015 07:47:52 GMT"
,<http://web.archive.org/web/20150903074753/http://line.me/en/>;rel="memento"; datetime="Thu, 03 Sep 2015 07:47:53 GMT"
,<http://web.archive.org/web/20150905113535/http://line.me/en/>;rel="memento"; datetime="Sat, 05 Sep 2015 11:35:35 GMT"
,<http://web.archive.org/web/20150905114245/http://line.me/en>;rel="memento"; datetime="Sat, 05 Sep 2015 11:42:45 GMT"
,<http://web.archive.org/web/20150908211133/http://line.me/en>;rel="memento"; datetime="Tue, 08 Sep 2015 21:11:33 GMT"
,<http://web.archive.org/web/20150908211134/http://line.me/en/>;rel="memento"; datetime="Tue, 08 Sep 2015 21:11:34 GMT"
,<http://web.archive.org/web/20150910034504/http://line.me/en/>;rel="memento"; datetime="Thu, 10 Sep 2015 03:45:04 GMT"
,<http://web.archive.org/web/20150922043109/http://line.me/en/>;rel="memento"; datetime="Tue, 22 Sep 2015 04:31:09 GMT"
,<http://web.archive.org/web/20150924082539/http://line.me/en/>;rel="memento"; datetime="Thu, 24 Sep 2015 08:25:39 GMT"
,<http://web.archive.org/web/20150930014547/http://line.me/en/>;rel="memento"; datetime="Wed, 30 Sep 2015 01:45:47 GMT"
,<http://web.archive.org/web/20150930014556/http://line.me/en/>;rel="memento"; datetime="Wed, 30 Sep 2015 01:45:56 GMT"
,<http://web.archive.org/web/20151007021819/https://www.line.me/en/>;rel="memento"; datetime="Wed, 07 Oct 2015 02:18:19 GMT"
,<http://web.archive.org/web/20151015173802/http://line.me/en>;rel="memento"; datetime="Thu, 15 Oct 2015 17:38:02 GMT"
,<http://web.archive.org/web/20151015173804/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 17:38:04 GMT"
,<http://web.archive.org/web/20151015182341/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 18:23:41 GMT"
,<http://web.archive.org/web/20151015183104/http://line.me/en>;rel="memento"; datetime="Thu, 15 Oct 2015 18:31:04 GMT"
,<http://web.archive.org/web/20151015183106/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 18:31:06 GMT"
,<http://web.archive.org/web/20151015191039/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 19:10:39 GMT"
,<http://web.archive.org/web/20151015191046/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 19:10:46 GMT"
,<http://web.archive.org/web/20151015191047/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 19:10:47 GMT"
,<http://web.archive.org/web/20151015191217/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 19:12:17 GMT"
,<http://web.archive.org/web/20151015193023/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 19:30:23 GMT"
,<http://web.archive.org/web/20151015193844/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 19:38:44 GMT"
,<http://web.archive.org/web/20151015194349/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 19:43:49 GMT"
,<http://web.archive.org/web/20151015200924/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 20:09:24 GMT"
,<http://web.archive.org/web/20151015204159/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 20:41:59 GMT"
,<http://web.archive.org/web/20151015204940/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 20:49:40 GMT"
,<http://web.archive.org/web/20151015205133/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 20:51:33 GMT"
,<http://web.archive.org/web/20151015205552/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 20:55:52 GMT"
,<http://web.archive.org/web/20151015210437/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 21:04:37 GMT"
,<http://web.archive.org/web/20151015213005/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 21:30:05 GMT"
,<http://web.archive.org/web/20151015213603/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 21:36:03 GMT"
,<http://web.archive.org/web/20151015213758/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 21:37:58 GMT"
,<http://web.archive.org/web/20151015213908/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 21:39:08 GMT"
,<http://web.archive.org/web/20151015222705/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 22:27:05 GMT"
,<http://web.archive.org/web/20151015225052/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 22:50:52 GMT"
,<http://web.archive.org/web/20151015231141/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Oct 2015 23:11:41 GMT"
,<http://web.archive.org/web/20151016010353/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 01:03:53 GMT"
,<http://web.archive.org/web/20151016021457/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 02:14:57 GMT"
,<http://web.archive.org/web/20151016024059/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 02:40:59 GMT"
,<http://web.archive.org/web/20151016035222/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 03:52:22 GMT"
,<http://web.archive.org/web/20151016043209/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 04:32:09 GMT"
,<http://web.archive.org/web/20151016091336/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 09:13:36 GMT"
,<http://web.archive.org/web/20151016142258/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 14:22:58 GMT"
,<http://web.archive.org/web/20151016200050/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 20:00:50 GMT"
,<http://web.archive.org/web/20151016200943/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 20:09:43 GMT"
,<http://web.archive.org/web/20151016205612/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 20:56:12 GMT"
,<http://web.archive.org/web/20151016222122/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 22:21:22 GMT"
,<http://web.archive.org/web/20151016225242/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Oct 2015 22:52:42 GMT"
,<http://web.archive.org/web/20151017033232/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Oct 2015 03:32:32 GMT"
,<http://web.archive.org/web/20151017052816/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Oct 2015 05:28:16 GMT"
,<http://web.archive.org/web/20151017080921/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Oct 2015 08:09:21 GMT"
,<http://web.archive.org/web/20151017130558/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Oct 2015 13:05:58 GMT"
,<http://web.archive.org/web/20151017183126/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Oct 2015 18:31:26 GMT"
,<http://web.archive.org/web/20151017211412/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Oct 2015 21:14:12 GMT"
,<http://web.archive.org/web/20151017212019/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Oct 2015 21:20:19 GMT"
,<http://web.archive.org/web/20151018010853/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 01:08:53 GMT"
,<http://web.archive.org/web/20151018013336/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 01:33:36 GMT"
,<http://web.archive.org/web/20151018020454/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 02:04:54 GMT"
,<http://web.archive.org/web/20151018101540/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 10:15:40 GMT"
,<http://web.archive.org/web/20151018114453/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 11:44:53 GMT"
,<http://web.archive.org/web/20151018180150/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 18:01:50 GMT"
,<http://web.archive.org/web/20151018210723/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 21:07:23 GMT"
,<http://web.archive.org/web/20151018223714/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 22:37:14 GMT"
,<http://web.archive.org/web/20151018223904/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 22:39:04 GMT"
,<http://web.archive.org/web/20151018235659/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Oct 2015 23:56:59 GMT"
,<http://web.archive.org/web/20151019044606/http://line.me/en/>;rel="memento"; datetime="Mon, 19 Oct 2015 04:46:06 GMT"
,<http://web.archive.org/web/20151019054029/http://line.me/en/>;rel="memento"; datetime="Mon, 19 Oct 2015 05:40:29 GMT"
,<http://web.archive.org/web/20151019054630/http://line.me/en/>;rel="memento"; datetime="Mon, 19 Oct 2015 05:46:30 GMT"
,<http://web.archive.org/web/20151019150721/http://line.me/en/>;rel="memento"; datetime="Mon, 19 Oct 2015 15:07:21 GMT"
,<http://web.archive.org/web/20151019203830/http://line.me/en/>;rel="memento"; datetime="Mon, 19 Oct 2015 20:38:30 GMT"
,<http://web.archive.org/web/20151020010823/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Oct 2015 01:08:23 GMT"
,<http://web.archive.org/web/20151020023903/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Oct 2015 02:39:03 GMT"
,<http://web.archive.org/web/20151020044428/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Oct 2015 04:44:28 GMT"
,<http://web.archive.org/web/20151020142641/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Oct 2015 14:26:41 GMT"
,<http://web.archive.org/web/20151021191016/http://line.me/en>;rel="memento"; datetime="Wed, 21 Oct 2015 19:10:16 GMT"
,<http://web.archive.org/web/20151021191018/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 19:10:18 GMT"
,<http://web.archive.org/web/20151021200352/http://line.me/en>;rel="memento"; datetime="Wed, 21 Oct 2015 20:03:52 GMT"
,<http://web.archive.org/web/20151021200355/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 20:03:55 GMT"
,<http://web.archive.org/web/20151021204727/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 20:47:27 GMT"
,<http://web.archive.org/web/20151021205939/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 20:59:39 GMT"
,<http://web.archive.org/web/20151021210019/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 21:00:19 GMT"
,<http://web.archive.org/web/20151021210153/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 21:01:53 GMT"
,<http://web.archive.org/web/20151021211104/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 21:11:04 GMT"
,<http://web.archive.org/web/20151021214410/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 21:44:10 GMT"
,<http://web.archive.org/web/20151021220115/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 22:01:15 GMT"
,<http://web.archive.org/web/20151021225232/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Oct 2015 22:52:32 GMT"
,<http://web.archive.org/web/20151022000441/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 00:04:41 GMT"
,<http://web.archive.org/web/20151022005728/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 00:57:28 GMT"
,<http://web.archive.org/web/20151022163449/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 16:34:49 GMT"
,<http://web.archive.org/web/20151022200519/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 20:05:19 GMT"
,<http://web.archive.org/web/20151022214840/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 21:48:40 GMT"
,<http://web.archive.org/web/20151022215236/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 21:52:36 GMT"
,<http://web.archive.org/web/20151022223948/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 22:39:48 GMT"
,<http://web.archive.org/web/20151022225004/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 22:50:04 GMT"
,<http://web.archive.org/web/20151022225015/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 22:50:15 GMT"
,<http://web.archive.org/web/20151022233006/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 23:30:06 GMT"
,<http://web.archive.org/web/20151022233829/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 23:38:29 GMT"
,<http://web.archive.org/web/20151022235745/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Oct 2015 23:57:45 GMT"
,<http://web.archive.org/web/20151023001055/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 00:10:55 GMT"
,<http://web.archive.org/web/20151023002152/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 00:21:52 GMT"
,<http://web.archive.org/web/20151023004143/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 00:41:43 GMT"
,<http://web.archive.org/web/20151023010210/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 01:02:10 GMT"
,<http://web.archive.org/web/20151023012842/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 01:28:42 GMT"
,<http://web.archive.org/web/20151023035149/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 03:51:49 GMT"
,<http://web.archive.org/web/20151023054023/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 05:40:23 GMT"
,<http://web.archive.org/web/20151023070426/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 07:04:26 GMT"
,<http://web.archive.org/web/20151023071910/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 07:19:10 GMT"
,<http://web.archive.org/web/20151023082320/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 08:23:20 GMT"
,<http://web.archive.org/web/20151023101953/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 10:19:53 GMT"
,<http://web.archive.org/web/20151023111733/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 11:17:33 GMT"
,<http://web.archive.org/web/20151023122409/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 12:24:09 GMT"
,<http://web.archive.org/web/20151023124100/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 12:41:00 GMT"
,<http://web.archive.org/web/20151023135418/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 13:54:18 GMT"
,<http://web.archive.org/web/20151023230422/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 23:04:22 GMT"
,<http://web.archive.org/web/20151023235309/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Oct 2015 23:53:09 GMT"
,<http://web.archive.org/web/20151024010117/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Oct 2015 01:01:17 GMT"
,<http://web.archive.org/web/20151024040102/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Oct 2015 04:01:02 GMT"
,<http://web.archive.org/web/20151024051541/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Oct 2015 05:15:41 GMT"
,<http://web.archive.org/web/20151024053322/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Oct 2015 05:33:22 GMT"
,<http://web.archive.org/web/20151024130615/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Oct 2015 13:06:15 GMT"
,<http://web.archive.org/web/20151024171112/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Oct 2015 17:11:12 GMT"
,<http://web.archive.org/web/20151024233235/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Oct 2015 23:32:35 GMT"
,<http://web.archive.org/web/20151025005057/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Oct 2015 00:50:57 GMT"
,<http://web.archive.org/web/20151025023436/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Oct 2015 02:34:36 GMT"
,<http://web.archive.org/web/20151025050839/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Oct 2015 05:08:39 GMT"
,<http://web.archive.org/web/20151025080329/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Oct 2015 08:03:29 GMT"
,<http://web.archive.org/web/20151025134336/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Oct 2015 13:43:36 GMT"
,<http://web.archive.org/web/20151025135417/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Oct 2015 13:54:17 GMT"
,<http://web.archive.org/web/20151025185346/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Oct 2015 18:53:46 GMT"
,<http://web.archive.org/web/20151026011324/http://line.me/en/>;rel="memento"; datetime="Mon, 26 Oct 2015 01:13:24 GMT"
,<http://web.archive.org/web/20151026020144/http://line.me/en/>;rel="memento"; datetime="Mon, 26 Oct 2015 02:01:44 GMT"
,<http://web.archive.org/web/20151026042844/http://line.me/en/>;rel="memento"; datetime="Mon, 26 Oct 2015 04:28:44 GMT"
